topic-id,topic-code,topic-number,topic-name,unit,module,lesson-path,source-path,layer,nearest-integer-layer,course-map-index
3789,DSM.2.3.1,2.3.1,Introduction to Logic Circuits,2. Boolean Algebra,2.3. Logic Circuits,2. Boolean Algebra/2.3. Logic Circuits/Lessons/2.3.1. Introduction to Logic Circuits.md,2. Boolean Algebra/2.3. Logic Circuits/Source/2.3.1. Introduction to Logic Circuits,64,64,19
3791,DSM.2.3.2,2.3.2,Logic Gates and Combinational Circuits,2. Boolean Algebra,2.3. Logic Circuits,2. Boolean Algebra/2.3. Logic Circuits/Lessons/2.3.2. Logic Gates and Combinational Circuits.md,2. Boolean Algebra/2.3. Logic Circuits/Source/2.3.2. Logic Gates and Combinational Circuits,65,65,20
3790,DSM.2.3.3,2.3.3,Simplifying Logic Circuits,2. Boolean Algebra,2.3. Logic Circuits,2. Boolean Algebra/2.3. Logic Circuits/Lessons/2.3.3. Simplifying Logic Circuits.md,2. Boolean Algebra/2.3. Logic Circuits/Source/2.3.3. Simplifying Logic Circuits,66,66,21
3363,DSM.3.1.1,3.1.1,Binary Integers,3. Number Theory,3.1. Numbers in Different Bases,3. Number Theory/3.1. Numbers in Different Bases/Lessons/3.1.1. Binary Integers.md,3. Number Theory/3.1. Numbers in Different Bases/Source/3.1.1. Binary Integers,28,28,22
3362,DSM.3.1.2,3.1.2,Adding and Subtracting Binary Integers,3. Number Theory,3.1. Numbers in Different Bases,3. Number Theory/3.1. Numbers in Different Bases/Lessons/3.1.2. Adding and Subtracting Binary Integers.md,3. Number Theory/3.1. Numbers in Different Bases/Source/3.1.2. Adding and Subtracting Binary Integers,29,29,23
3760,DSM.3.1.3,3.1.3,Multiplying and Dividing Binary Integers,3. Number Theory,3.1. Numbers in Different Bases,3. Number Theory/3.1. Numbers in Different Bases/Lessons/3.1.3. Multiplying and Dividing Binary Integers.md,3. Number Theory/3.1. Numbers in Different Bases/Source/3.1.3. Multiplying and Dividing Binary Integers,30,30,24
3136,DSM.3.1.4,3.1.4,Binary Fractions,3. Number Theory,3.1. Numbers in Different Bases,3. Number Theory/3.1. Numbers in Different Bases/Lessons/3.1.4. Binary Fractions.md,3. Number Theory/3.1. Numbers in Different Bases/Source/3.1.4. Binary Fractions,33,33,25
2984,DSM.3.1.5,3.1.5,Hexadecimal Integers,3. Number Theory,3.1. Numbers in Different Bases,3. Number Theory/3.1. Numbers in Different Bases/Lessons/3.1.5. Hexadecimal Integers.md,3. Number Theory/3.1. Numbers in Different Bases/Source/3.1.5. Hexadecimal Integers,75,75,26
2891,DSM.3.1.6,3.1.6,Converting Between Binary and Hexadecimal Integers,3. Number Theory,3.1. Numbers in Different Bases,3. Number Theory/3.1. Numbers in Different Bases/Lessons/3.1.6. Converting Between Binary and Hexadecimal Integers.md,3. Number Theory/3.1. Numbers in Different Bases/Source/3.1.6. Converting Between Binary and Hexadecimal Integers,76,76,27
2889,DSM.3.1.7,3.1.7,Integers in Arbitrary Bases,3. Number Theory,3.1. Numbers in Different Bases,3. Number Theory/3.1. Numbers in Different Bases/Lessons/3.1.7. Integers in Arbitrary Bases.md,3. Number Theory/3.1. Numbers in Different Bases/Source/3.1.7. Integers in Arbitrary Bases,75,75,28
2888,DSM.3.1.8,3.1.8,Fractions in Arbitrary Bases,3. Number Theory,3.1. Numbers in Different Bases,3. Number Theory/3.1. Numbers in Different Bases/Lessons/3.1.8. Fractions in Arbitrary Bases.md,3. Number Theory/3.1. Numbers in Different Bases/Source/3.1.8. Fractions in Arbitrary Bases,76,76,29
2726,DSM.3.2.1,3.2.1,Fermat's Little Theorem,3. Number Theory,3.2. Fermat and Euler's Theorems,3. Number Theory/3.2. Fermat and Euler's Theorems/Lessons/3.2.1. Fermat's Little Theorem.md,3. Number Theory/3.2. Fermat and Euler's Theorems/Source/3.2.1. Fermat's Little Theorem,80,80,30
2654,DSM.3.2.2,3.2.2,Euler's Totient Function,3. Number Theory,3.2. Fermat and Euler's Theorems,3. Number Theory/3.2. Fermat and Euler's Theorems/Lessons/3.2.2. Euler's Totient Function.md,3. Number Theory/3.2. Fermat and Euler's Theorems/Source/3.2.2. Euler's Totient Function,76,76,31
2727,DSM.3.2.3,3.2.3,Euler's Theorem,3. Number Theory,3.2. Fermat and Euler's Theorems,3. Number Theory/3.2. Fermat and Euler's Theorems/Lessons/3.2.3. Euler's Theorem.md,3. Number Theory/3.2. Fermat and Euler's Theorems/Source/3.2.3. Euler's Theorem,81,81,32
2736,DSM.3.3.1,3.3.1,Introduction to Cryptography,3. Number Theory,3.3. Cryptography,3. Number Theory/3.3. Cryptography/Lessons/3.3.1. Introduction to Cryptography.md,3. Number Theory/3.3. Cryptography/Source/3.3.1. Introduction to Cryptography,78,78,33
2745,DSM.3.3.2,3.3.2,The Linear Cipher,3. Number Theory,3.3. Cryptography,3. Number Theory/3.3. Cryptography/Lessons/3.3.2. The Linear Cipher.md,3. Number Theory/3.3. Cryptography/Source/3.3.2. The Linear Cipher,81,81,34
2877,DSM.3.3.3,3.3.3,The Diffie-Hellman Protocol,3. Number Theory,3.3. Cryptography,3. Number Theory/3.3. Cryptography/Lessons/3.3.3. The Diffie-Hellman Protocol.md,3. Number Theory/3.3. Cryptography/Source/3.3.3. The Diffie-Hellman Protocol,79,79,35
2869,DSM.3.3.4,3.3.4,The RSA Cryptosystem,3. Number Theory,3.3. Cryptography,3. Number Theory/3.3. Cryptography/Lessons/3.3.4. The RSA Cryptosystem.md,3. Number Theory/3.3. Cryptography/Source/3.3.4. The RSA Cryptosystem,82,82,36
1290,DSM.4.1.1,4.1.1,Probability Mass Functions of Discrete Random Variables,4. Probability & Combinatorics,4.1. Discrete Random Variables,4. Probability & Combinatorics/4.1. Discrete Random Variables/Lessons/4.1.1. Probability Mass Functions of Discrete Random Variables.md,4. Probability & Combinatorics/4.1. Discrete Random Variables/Source/4.1.1. Probability Mass Functions of Discrete Random Variables,45,45,37
2024,DSM.4.1.2,4.1.2,Cumulative Distribution Functions for Discrete Random Variables,4. Probability & Combinatorics,4.1. Discrete Random Variables,4. Probability & Combinatorics/4.1. Discrete Random Variables/Lessons/4.1.2. Cumulative Distribution Functions for Discrete Random Variables.md,4. Probability & Combinatorics/4.1. Discrete Random Variables/Source/4.1.2. Cumulative Distribution Functions for Discrete Random Variables,46,46,38
3631,DSM.4.1.3,4.1.3,One-to-One Transformations of Discrete Random Variables,4. Probability & Combinatorics,4.1. Discrete Random Variables,4. Probability & Combinatorics/4.1. Discrete Random Variables/Lessons/4.1.3. One-to-One Transformations of Discrete Random Variables.md,4. Probability & Combinatorics/4.1. Discrete Random Variables/Source/4.1.3. One-to-One Transformations of Discrete Random Variables,46,46,39
3647,DSM.4.1.4,4.1.4,Many-to-One Transformations of Discrete Random Variables,4. Probability & Combinatorics,4.1. Discrete Random Variables,4. Probability & Combinatorics/4.1. Discrete Random Variables/Lessons/4.1.4. Many-to-One Transformations of Discrete Random Variables.md,4. Probability & Combinatorics/4.1. Discrete Random Variables/Source/4.1.4. Many-to-One Transformations of Discrete Random Variables,47,47,40
730,DSM.4.1.5,4.1.5,Expected Values of Discrete Random Variables,4. Probability & Combinatorics,4.1. Discrete Random Variables,4. Probability & Combinatorics/4.1. Discrete Random Variables/Lessons/4.1.5. Expected Values of Discrete Random Variables.md,4. Probability & Combinatorics/4.1. Discrete Random Variables/Source/4.1.5. Expected Values of Discrete Random Variables,46,46,41
2836,DSM.4.1.6,4.1.6,Properties of Expectation for Discrete Random Variables,4. Probability & Combinatorics,4.1. Discrete Random Variables,4. Probability & Combinatorics/4.1. Discrete Random Variables/Lessons/4.1.6. Properties of Expectation for Discrete Random Variables.md,4. Probability & Combinatorics/4.1. Discrete Random Variables/Source/4.1.6. Properties of Expectation for Discrete Random Variables,47,47,42
1388,DSM.4.1.7,4.1.7,Variance of Discrete Random Variables,4. Probability & Combinatorics,4.1. Discrete Random Variables,4. Probability & Combinatorics/4.1. Discrete Random Variables/Lessons/4.1.7. Variance of Discrete Random Variables.md,4. Probability & Combinatorics/4.1. Discrete Random Variables/Source/4.1.7. Variance of Discrete Random Variables,49,49,43
3642,DSM.4.1.8,4.1.8,Moments of Discrete Random Variables,4. Probability & Combinatorics,4.1. Discrete Random Variables,4. Probability & Combinatorics/4.1. Discrete Random Variables/Lessons/4.1.8. Moments of Discrete Random Variables.md,4. Probability & Combinatorics/4.1. Discrete Random Variables/Source/4.1.8. Moments of Discrete Random Variables,48,48,44
3028,DSM.4.1.9,4.1.9,Properties of Variance for Discrete Random Variables,4. Probability & Combinatorics,4.1. Discrete Random Variables,4. Probability & Combinatorics/4.1. Discrete Random Variables/Lessons/4.1.9. Properties of Variance for Discrete Random Variables.md,4. Probability & Combinatorics/4.1. Discrete Random Variables/Source/4.1.9. Properties of Variance for Discrete Random Variables,50,50,45
3010,DSM.4.2.1,4.2.1,The Discrete Uniform Distribution,4. Probability & Combinatorics,4.2. The Discrete Uniform Distribution,4. Probability & Combinatorics/4.2. The Discrete Uniform Distribution/Lessons/4.2.1. The Discrete Uniform Distribution.md,4. Probability & Combinatorics/4.2. The Discrete Uniform Distribution/Source/4.2.1. The Discrete Uniform Distribution,63,63,46
3402,DSM.4.2.2,4.2.2,Mean and Variance of the Discrete Uniform Distribution,4. Probability & Combinatorics,4.2. The Discrete Uniform Distribution,4. Probability & Combinatorics/4.2. The Discrete Uniform Distribution/Lessons/4.2.2. Mean and Variance of the Discrete Uniform Distribution.md,4. Probability & Combinatorics/4.2. The Discrete Uniform Distribution/Source/4.2.2. Mean and Variance of the Discrete Uniform Distribution,65,65,47
3269,DSM.4.2.3,4.2.3,Modeling With Discrete Uniform Distributions,4. Probability & Combinatorics,4.2. The Discrete Uniform Distribution,4. Probability & Combinatorics/4.2. The Discrete Uniform Distribution/Lessons/4.2.3. Modeling With Discrete Uniform Distributions.md,4. Probability & Combinatorics/4.2. The Discrete Uniform Distribution/Source/4.2.3. Modeling With Discrete Uniform Distributions,64,64,48
3071,DSM.4.3.1,4.3.1,The Bernoulli Distribution,4. Probability & Combinatorics,4.3. The Bernoulli Distribution,4. Probability & Combinatorics/4.3. The Bernoulli Distribution/Lessons/4.3.1. The Bernoulli Distribution.md,4. Probability & Combinatorics/4.3. The Bernoulli Distribution/Source/4.3.1. The Bernoulli Distribution,46,46,49
3280,DSM.4.3.2,4.3.2,Mean and Variance of the Bernoulli Distribution,4. Probability & Combinatorics,4.3. The Bernoulli Distribution,4. Probability & Combinatorics/4.3. The Bernoulli Distribution/Lessons/4.3.2. Mean and Variance of the Bernoulli Distribution.md,4. Probability & Combinatorics/4.3. The Bernoulli Distribution/Source/4.3.2. Mean and Variance of the Bernoulli Distribution,50,50,50
3281,DSM.4.4.1,4.4.1,The Binomial Distribution,4. Probability & Combinatorics,4.4. The Binomial Distribution,4. Probability & Combinatorics/4.4. The Binomial Distribution/Lessons/4.4.1. The Binomial Distribution.md,4. Probability & Combinatorics/4.4. The Binomial Distribution/Source/4.4.1. The Binomial Distribution,46,46,51
1395,DSM.4.4.2,4.4.2,Modeling With the Binomial Distribution,4. Probability & Combinatorics,4.4. The Binomial Distribution,4. Probability & Combinatorics/4.4. The Binomial Distribution/Lessons/4.4.2. Modeling With the Binomial Distribution.md,4. Probability & Combinatorics/4.4. The Binomial Distribution/Source/4.4.2. Modeling With the Binomial Distribution,47,47,52
2149,DSM.4.4.3,4.4.3,Mean and Variance of the Binomial Distribution,4. Probability & Combinatorics,4.4. The Binomial Distribution,4. Probability & Combinatorics/4.4. The Binomial Distribution/Lessons/4.4.3. Mean and Variance of the Binomial Distribution.md,4. Probability & Combinatorics/4.4. The Binomial Distribution/Source/4.4.3. Mean and Variance of the Binomial Distribution,50,50,53
3282,DSM.4.5.1,4.5.1,The Poisson Distribution,4. Probability & Combinatorics,4.5. The Poisson Distribution,4. Probability & Combinatorics/4.5. The Poisson Distribution/Lessons/4.5.1. The Poisson Distribution.md,4. Probability & Combinatorics/4.5. The Poisson Distribution/Source/4.5.1. The Poisson Distribution,46,46,54
2838,DSM.4.5.2,4.5.2,Modeling With the Poisson Distribution,4. Probability & Combinatorics,4.5. The Poisson Distribution,4. Probability & Combinatorics/4.5. The Poisson Distribution/Lessons/4.5.2. Modeling With the Poisson Distribution.md,4. Probability & Combinatorics/4.5. The Poisson Distribution/Source/4.5.2. Modeling With the Poisson Distribution,47,47,55
2991,DSM.4.5.3,4.5.3,Mean and Variance of the Poisson Distribution,4. Probability & Combinatorics,4.5. The Poisson Distribution,4. Probability & Combinatorics/4.5. The Poisson Distribution/Lessons/4.5.3. Mean and Variance of the Poisson Distribution.md,4. Probability & Combinatorics/4.5. The Poisson Distribution/Source/4.5.3. Mean and Variance of the Poisson Distribution,50,50,56
2840,DSM.4.5.4,4.5.4,The Poisson Approximation of the Binomial Distribution,4. Probability & Combinatorics,4.5. The Poisson Distribution,4. Probability & Combinatorics/4.5. The Poisson Distribution/Lessons/4.5.4. The Poisson Approximation of the Binomial Distribution.md,4. Probability & Combinatorics/4.5. The Poisson Distribution/Source/4.5.4. The Poisson Approximation of the Binomial Distribution,51,51,57
3284,DSM.4.6.1,4.6.1,The Geometric Distribution,4. Probability & Combinatorics,4.6. The Geometric Distribution,4. Probability & Combinatorics/4.6. The Geometric Distribution/Lessons/4.6.1. The Geometric Distribution.md,4. Probability & Combinatorics/4.6. The Geometric Distribution/Source/4.6.1. The Geometric Distribution,46,46,58
2839,DSM.4.6.2,4.6.2,Modeling With the Geometric Distribution,4. Probability & Combinatorics,4.6. The Geometric Distribution,4. Probability & Combinatorics/4.6. The Geometric Distribution/Lessons/4.6.2. Modeling With the Geometric Distribution.md,4. Probability & Combinatorics/4.6. The Geometric Distribution/Source/4.6.2. Modeling With the Geometric Distribution,47,47,59
2992,DSM.4.6.3,4.6.3,Mean and Variance of the Geometric Distribution,4. Probability & Combinatorics,4.6. The Geometric Distribution,4. Probability & Combinatorics/4.6. The Geometric Distribution/Lessons/4.6.3. Mean and Variance of the Geometric Distribution.md,4. Probability & Combinatorics/4.6. The Geometric Distribution/Source/4.6.3. Mean and Variance of the Geometric Distribution,50,50,60
3072,DSM.4.7.1,4.7.1,The Negative Binomial Distribution,4. Probability & Combinatorics,4.7. The Negative Binomial Distribution,4. Probability & Combinatorics/4.7. The Negative Binomial Distribution/Lessons/4.7.1. The Negative Binomial Distribution.md,4. Probability & Combinatorics/4.7. The Negative Binomial Distribution/Source/4.7.1. The Negative Binomial Distribution,47,47,61
3285,DSM.4.7.2,4.7.2,Modeling With the Negative Binomial Distribution,4. Probability & Combinatorics,4.7. The Negative Binomial Distribution,4. Probability & Combinatorics/4.7. The Negative Binomial Distribution/Lessons/4.7.2. Modeling With the Negative Binomial Distribution.md,4. Probability & Combinatorics/4.7. The Negative Binomial Distribution/Source/4.7.2. Modeling With the Negative Binomial Distribution,48,48,62
3073,DSM.4.8.1,4.8.1,The Hypergeometric Distribution,4. Probability & Combinatorics,4.8. The Hypergeometric Distribution,4. Probability & Combinatorics/4.8. The Hypergeometric Distribution/Lessons/4.8.1. The Hypergeometric Distribution.md,4. Probability & Combinatorics/4.8. The Hypergeometric Distribution/Source/4.8.1. The Hypergeometric Distribution,46,46,63
5412,DSM.4.8.2,4.8.2,The PMF of the Hypergeometric Distribution,4. Probability & Combinatorics,4.8. The Hypergeometric Distribution,4. Probability & Combinatorics/4.8. The Hypergeometric Distribution/Lessons/4.8.2. The PMF of the Hypergeometric Distribution.md,4. Probability & Combinatorics/4.8. The Hypergeometric Distribution/Source/4.8.2. The PMF of the Hypergeometric Distribution,47,47,64
3272,DSM.4.9.1,4.9.1,Bayes' Theorem,4. Probability & Combinatorics,4.9. Bayes' Theorem,4. Probability & Combinatorics/4.9. Bayes' Theorem/Lessons/4.9.1. Bayes' Theorem.md,4. Probability & Combinatorics/4.9. Bayes' Theorem/Source/4.9.1. Bayes' Theorem,42,42,65
3286,DSM.4.9.2,4.9.2,Extending Bayes' Theorem,4. Probability & Combinatorics,4.9. Bayes' Theorem,4. Probability & Combinatorics/4.9. Bayes' Theorem/Lessons/4.9.2. Extending Bayes' Theorem.md,4. Probability & Combinatorics/4.9. Bayes' Theorem/Source/4.9.2. Extending Bayes' Theorem,43,43,66
773,DSM.4.9.3,4.9.3,The Law of Total Probability,4. Probability & Combinatorics,4.9. Bayes' Theorem,4. Probability & Combinatorics/4.9. Bayes' Theorem/Lessons/4.9.3. The Law of Total Probability.md,4. Probability & Combinatorics/4.9. Bayes' Theorem/Source/4.9.3. The Law of Total Probability,41,41,67
971,DSM.4.9.4,4.9.4,Extending the Law of Total Probability,4. Probability & Combinatorics,4.9. Bayes' Theorem,4. Probability & Combinatorics/4.9. Bayes' Theorem/Lessons/4.9.4. Extending the Law of Total Probability.md,4. Probability & Combinatorics/4.9. Bayes' Theorem/Source/4.9.4. Extending the Law of Total Probability,42,42,68
1341,DSM.4.10.1,4.10.1,Permutations With Repetition,4. Probability & Combinatorics,4.10. Combinatorics,4. Probability & Combinatorics/4.10. Combinatorics/Lessons/4.10.1. Permutations With Repetition.md,4. Probability & Combinatorics/4.10. Combinatorics/Source/4.10.1. Permutations With Repetition,36,36,69
1342,DSM.4.10.2,4.10.2,K Permutations of N With Repetition,4. Probability & Combinatorics,4.10. Combinatorics,4. Probability & Combinatorics/4.10. Combinatorics/Lessons/4.10.2. K Permutations of N With Repetition.md,4. Probability & Combinatorics/4.10. Combinatorics/Source/4.10.2. K Permutations of N With Repetition,35,35,70
1343,DSM.4.10.3,4.10.3,Combinations With Repetition,4. Probability & Combinatorics,4.10. Combinatorics,4. Probability & Combinatorics/4.10. Combinatorics/Lessons/4.10.3. Combinations With Repetition.md,4. Probability & Combinatorics/4.10. Combinatorics/Source/4.10.3. Combinations With Repetition,36,36,71
1344,DSM.4.10.4,4.10.4,The Inclusion-Exclusion Principle,4. Probability & Combinatorics,4.10. Combinatorics,4. Probability & Combinatorics/4.10. Combinatorics/Lessons/4.10.4. The Inclusion-Exclusion Principle.md,4. Probability & Combinatorics/4.10. Combinatorics/Source/4.10.4. The Inclusion-Exclusion Principle,38,38,72
2852,DSM.4.10.5,4.10.5,Counting Integer Solutions of a Constrained Equation,4. Probability & Combinatorics,4.10. Combinatorics,4. Probability & Combinatorics/4.10. Combinatorics/Lessons/4.10.5. Counting Integer Solutions of a Constrained Equation.md,4. Probability & Combinatorics/4.10. Combinatorics/Source/4.10.5. Counting Integer Solutions of a Constrained Equation,39,39,73
2986,DSM.4.10.6,4.10.6,Partitions,4. Probability & Combinatorics,4.10. Combinatorics,4. Probability & Combinatorics/4.10. Combinatorics/Lessons/4.10.6. Partitions.md,4. Probability & Combinatorics/4.10. Combinatorics/Source/4.10.6. Partitions,43,43,74
2761,DSM.4.10.7,4.10.7,The Pigeonhole Principle,4. Probability & Combinatorics,4.10. Combinatorics,4. Probability & Combinatorics/4.10. Combinatorics/Lessons/4.10.7. The Pigeonhole Principle.md,4. Probability & Combinatorics/4.10. Combinatorics/Source/4.10.7. The Pigeonhole Principle,85,85,75
786,DSM.5.1.1,5.1.1,Finite Linear Series,5. Sequences,5.1. Finite Series,5. Sequences/5.1. Finite Series/Lessons/5.1.1. Finite Linear Series.md,5. Sequences/5.1. Finite Series/Source/5.1.1. Finite Linear Series,45,45,76
787,DSM.5.1.2,5.1.2,Finite Quadratic Series,5. Sequences,5.1. Finite Series,5. Sequences/5.1. Finite Series/Lessons/5.1.2. Finite Quadratic Series.md,5. Sequences/5.1. Finite Series/Source/5.1.2. Finite Quadratic Series,46,46,77
789,DSM.5.1.3,5.1.3,Finite Cubic Series,5. Sequences,5.1. Finite Series,5. Sequences/5.1. Finite Series/Lessons/5.1.3. Finite Cubic Series.md,5. Sequences/5.1. Finite Series/Source/5.1.3. Finite Cubic Series,47,47,78
981,DSM.5.2.1,5.2.1,Infinite Series and Partial Sums,5. Sequences,5.2. Geometric Series,5. Sequences/5.2. Geometric Series/Lessons/5.2.1. Infinite Series and Partial Sums.md,5. Sequences/5.2. Geometric Series/Source/5.2.1. Infinite Series and Partial Sums,50,50,79
982,DSM.5.2.2,5.2.2,Convergent and Divergent Infinite Series,5. Sequences,5.2. Geometric Series,5. Sequences/5.2. Geometric Series/Lessons/5.2.2. Convergent and Divergent Infinite Series.md,5. Sequences/5.2. Geometric Series/Source/5.2.2. Convergent and Divergent Infinite Series,51,51,80
691,DSM.5.2.3,5.2.3,Finding the Sum of an Infinite Geometric Series,5. Sequences,5.2. Geometric Series,5. Sequences/5.2. Geometric Series/Lessons/5.2.3. Finding the Sum of an Infinite Geometric Series.md,5. Sequences/5.2. Geometric Series/Source/5.2.3. Finding the Sum of an Infinite Geometric Series,51,51,81
686,DSM.5.2.4,5.2.4,Writing an Infinite Geometric Series in Sigma Notation,5. Sequences,5.2. Geometric Series,5. Sequences/5.2. Geometric Series/Lessons/5.2.4. Writing an Infinite Geometric Series in Sigma Notation.md,5. Sequences/5.2. Geometric Series/Source/5.2.4. Writing an Infinite Geometric Series in Sigma Notation,51,51,82
1020,DSM.5.2.5,5.2.5,Sums of Infinite Geometric Series Given in Sigma Notation,5. Sequences,5.2. Geometric Series,5. Sequences/5.2. Geometric Series/Lessons/5.2.5. Sums of Infinite Geometric Series Given in Sigma Notation.md,5. Sequences/5.2. Geometric Series/Source/5.2.5. Sums of Infinite Geometric Series Given in Sigma Notation,52,52,83
1189,DSM.5.3.1,5.3.1,The Generalized Binomial Theorem,5. Sequences,5.3. The Binomial Theorem,5. Sequences/5.3. The Binomial Theorem/Lessons/5.3.1. The Generalized Binomial Theorem.md,5. Sequences/5.3. The Binomial Theorem/Source/5.3.1. The Generalized Binomial Theorem,52,52,84
695,DSM.5.3.2,5.3.2,Working With the Generalized Binomial Theorem,5. Sequences,5.3. The Binomial Theorem,5. Sequences/5.3. The Binomial Theorem/Lessons/5.3.2. Working With the Generalized Binomial Theorem.md,5. Sequences/5.3. The Binomial Theorem/Source/5.3.2. Working With the Generalized Binomial Theorem,53,53,85
