role,layer,course,topic-id,topic-number,topic-name,md-path,src-path
lesson,54,MF3,335,11.1.6,Calculating the Position Function of a Particle Using Integration,"vault/MA/Mathematical-Foundations/MF3/11. Contextual Applications of Calculus/11.1. Displacement, Velocity, and Acceleration/Lessons/11.1.6. Calculating the Position Function of a Particle Using Integration.md","vault/MA/Mathematical-Foundations/MF3/11. Contextual Applications of Calculus/11.1. Displacement, Velocity, and Acceleration/Source/11.1.6. Calculating the Position Function of a Particle Using Integration"
lesson,55,MF3,3576,11.1.7,Calculating the Displacement of a Particle Using Integration,"vault/MA/Mathematical-Foundations/MF3/11. Contextual Applications of Calculus/11.1. Displacement, Velocity, and Acceleration/Lessons/11.1.7. Calculating the Displacement of a Particle Using Integration.md","vault/MA/Mathematical-Foundations/MF3/11. Contextual Applications of Calculus/11.1. Displacement, Velocity, and Acceleration/Source/11.1.7. Calculating the Displacement of a Particle Using Integration"
lesson,72,CA1,1204,7.2.1,Sketching the Derivative of a Function From the Function's Graph,/Users/jake/Developer/study/vault/MA/Single-Variable-Calculus/CA1/7. Analytical Applications of Differentiation/7.2. Analysis of Curves/Lessons/7.2.1. Sketching the Derivative of a Function From the Function's Graph.md,/Users/jake/Developer/study/vault/MA/Single-Variable-Calculus/CA1/7. Analytical Applications of Differentiation/7.2. Analysis of Curves/Source/7.2.1. Sketching the Derivative of a Function From the Function's Graph
lesson,73,CA1,624,7.2.2,Interpreting the Graph of a Function's Derivative,/Users/jake/Developer/study/vault/MA/Single-Variable-Calculus/CA1/7. Analytical Applications of Differentiation/7.2. Analysis of Curves/Lessons/7.2.2. Interpreting the Graph of a Function's Derivative.md,/Users/jake/Developer/study/vault/MA/Single-Variable-Calculus/CA1/7. Analytical Applications of Differentiation/7.2. Analysis of Curves/Source/7.2.2. Interpreting the Graph of a Function's Derivative
lesson,74,CA2,636,2.5.5,Calculating the Total Distance Traveled by a Particle,"/Users/jake/Developer/study/vault/MA/Single-Variable-Calculus/CA2/2. Applications of Integration/2.5. Connecting Position, Velocity and Acceleration Using Integrals/Lessons/2.5.5. Calculating the Total Distance Traveled by a Particle.md","/Users/jake/Developer/study/vault/MA/Single-Variable-Calculus/CA2/2. Applications of Integration/2.5. Connecting Position, Velocity and Acceleration Using Integrals/Source/2.5.5. Calculating the Total Distance Traveled by a Particle"
prerequisite,28,MF1,1745,12.4.4,Areas of Circles,vault/MA/Mathematical-Foundations/MF1/12. Geometry Fundamentals/12.4. Circles/Lessons/12.4.4. Areas of Circles.md,vault/MA/Mathematical-Foundations/MF1/12. Geometry Fundamentals/12.4. Circles/Source/12.4.4. Areas of Circles
prerequisite,32,MF1,1353,13.3.3,Areas of Trapezoids,vault/MA/Mathematical-Foundations/MF1/13. Polygons/13.3. Area and Perimeter/Lessons/13.3.3. Areas of Trapezoids.md,vault/MA/Mathematical-Foundations/MF1/13. Polygons/13.3. Area and Perimeter/Source/13.3.3. Areas of Trapezoids
prerequisite,33,MF1,1590,6.2.6,Calculating Distance From a Speed-Time Graph,vault/MA/Mathematical-Foundations/MF1/6. Two-Variable Equations/6.2. Modeling With Two-Variable Linear Equations/Lessons/6.2.6. Calculating Distance From a Speed-Time Graph.md,vault/MA/Mathematical-Foundations/MF1/6. Two-Variable Equations/6.2. Modeling With Two-Variable Linear Equations/Source/6.2.6. Calculating Distance From a Speed-Time Graph
prerequisite,40,MF2,308,12.4.1,The Antiderivative,vault/MA/Mathematical-Foundations/MF2/12. Introduction to Calculus/12.4. Indefinite Integrals/Lessons/12.4.1. The Antiderivative.md,vault/MA/Mathematical-Foundations/MF2/12. Introduction to Calculus/12.4. Indefinite Integrals/Source/12.4.1. The Antiderivative
prerequisite,44,MF3,331,10.1.2,Integrating Linear Rational Functions Using Substitution,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.1. Integration Using Substitution/Lessons/10.1.2. Integrating Linear Rational Functions Using Substitution.md,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.1. Integration Using Substitution/Source/10.1.2. Integrating Linear Rational Functions Using Substitution
prerequisite,46,MF3,2006,7.2.1,Continuity of Functions,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.2. Continuity/Lessons/7.2.1. Continuity of Functions.md,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.2. Continuity/Source/7.2.1. Continuity of Functions
prerequisite,48,MF3,342,8.1.8,Integration Using Inverse Trigonometric Functions,vault/MA/Mathematical-Foundations/MF3/8. Differentiation/8.1. Differentiating Implicit and Inverse Functions/Lessons/8.1.8. Integration Using Inverse Trigonometric Functions.md,vault/MA/Mathematical-Foundations/MF3/8. Differentiation/8.1. Differentiating Implicit and Inverse Functions/Source/8.1.8. Integration Using Inverse Trigonometric Functions
prerequisite,48,MF3,3575,9.2.3,Applying the Fundamental Theorem of Calculus to Exponential and Trigonometric Functions,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.2. Definite Integrals/Lessons/9.2.3. Applying the Fundamental Theorem of Calculus to Exponential and Trigonometric Functions.md,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.2. Definite Integrals/Source/9.2.3. Applying the Fundamental Theorem of Calculus to Exponential and Trigonometric Functions
prerequisite,50,MF3,632,9.2.5,Properties of Definite Integrals Involving the Limits of Integration,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.2. Definite Integrals/Lessons/9.2.5. Properties of Definite Integrals Involving the Limits of Integration.md,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.2. Definite Integrals/Source/9.2.5. Properties of Definite Integrals Involving the Limits of Integration
prerequisite,50,MF3,1040,9.3.1,The Area Bounded by a Curve and the X-Axis,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Lessons/9.3.1. The Area Bounded by a Curve and the X-Axis.md,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Source/9.3.1. The Area Bounded by a Curve and the X-Axis
prerequisite,50,MF3,1159,10.1.4,Calculating Definite Integrals Using Substitution,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.1. Integration Using Substitution/Lessons/10.1.4. Calculating Definite Integrals Using Substitution.md,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.1. Integration Using Substitution/Source/10.1.4. Calculating Definite Integrals Using Substitution
prerequisite,51,MF3,1432,9.3.4,Finding the Area Between a Curve and the X-Axis When They Intersect,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Lessons/9.3.4. Finding the Area Between a Curve and the X-Axis When They Intersect.md,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Source/9.3.4. Finding the Area Between a Curve and the X-Axis When They Intersect
prerequisite,51,MF3,1112,10.1.6,Integrating Exponential Functions Using Linear Substitution,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.1. Integration Using Substitution/Lessons/10.1.6. Integrating Exponential Functions Using Linear Substitution.md,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.1. Integration Using Substitution/Source/10.1.6. Integrating Exponential Functions Using Linear Substitution
prerequisite,52,MF3,1360,8.2.7,Using the First Derivative Test to Classify Local Extrema,vault/MA/Mathematical-Foundations/MF3/8. Differentiation/8.2. Analytical Applications of Differentiation/Lessons/8.2.7. Using the First Derivative Test to Classify Local Extrema.md,vault/MA/Mathematical-Foundations/MF3/8. Differentiation/8.2. Analytical Applications of Differentiation/Source/8.2.7. Using the First Derivative Test to Classify Local Extrema
prerequisite,53,MF3,1046,8.2.11,Points of Inflection,vault/MA/Mathematical-Foundations/MF3/8. Differentiation/8.2. Analytical Applications of Differentiation/Lessons/8.2.11. Points of Inflection.md,vault/MA/Mathematical-Foundations/MF3/8. Differentiation/8.2. Analytical Applications of Differentiation/Source/8.2.11. Points of Inflection
prerequisite,53,MF3,762,11.1.4,Calculating Velocity Using Integration,"vault/MA/Mathematical-Foundations/MF3/11. Contextual Applications of Calculus/11.1. Displacement, Velocity, and Acceleration/Lessons/11.1.4. Calculating Velocity Using Integration.md","vault/MA/Mathematical-Foundations/MF3/11. Contextual Applications of Calculus/11.1. Displacement, Velocity, and Acceleration/Source/11.1.4. Calculating Velocity Using Integration"
