topic-id,topic-code,topic-number,topic-name,unit,module,lesson-path,source-path,layer,nearest-integer-layer,course-map-index
2550,PAL.1.2.4,1.2.4,Unit Rates Associated With Ratios of Fractions,1. Ratios & Percentages,1.2. Unit Rates,1. Ratios & Percentages/1.2. Unit Rates/Lessons/1.2.4. Unit Rates Associated With Ratios of Fractions.md,1. Ratios & Percentages/1.2. Unit Rates/Source/1.2.4. Unit Rates Associated With Ratios of Fractions,22,22,11
2551,PAL.1.2.5,1.2.5,Solving Unit Rate Problems Using Ratios of Fractions,1. Ratios & Percentages,1.2. Unit Rates,1. Ratios & Percentages/1.2. Unit Rates/Lessons/1.2.5. Solving Unit Rate Problems Using Ratios of Fractions.md,1. Ratios & Percentages/1.2. Unit Rates/Source/1.2.5. Solving Unit Rate Problems Using Ratios of Fractions,23,23,12
2553,PAL.1.3.1,1.3.1,Understanding Proportional Relationships Using Tables,1. Ratios & Percentages,1.3. Proportional Relationships,1. Ratios & Percentages/1.3. Proportional Relationships/Lessons/1.3.1. Understanding Proportional Relationships Using Tables.md,1. Ratios & Percentages/1.3. Proportional Relationships/Source/1.3.1. Understanding Proportional Relationships Using Tables,32,32,13
2552,PAL.1.3.2,1.3.2,Understanding Proportional Relationships Using Graphs,1. Ratios & Percentages,1.3. Proportional Relationships,1. Ratios & Percentages/1.3. Proportional Relationships/Lessons/1.3.2. Understanding Proportional Relationships Using Graphs.md,1. Ratios & Percentages/1.3. Proportional Relationships/Source/1.3.2. Understanding Proportional Relationships Using Graphs,33,33,14
2554,PAL.1.3.3,1.3.3,Understanding Proportional Relationships From Descriptions,1. Ratios & Percentages,1.3. Proportional Relationships,1. Ratios & Percentages/1.3. Proportional Relationships/Lessons/1.3.3. Understanding Proportional Relationships From Descriptions.md,1. Ratios & Percentages/1.3. Proportional Relationships/Source/1.3.3. Understanding Proportional Relationships From Descriptions,33,33,15
562,PAL.1.4.1,1.4.1,Understanding Percentages Using Models,1. Ratios & Percentages,1.4. Percentages,1. Ratios & Percentages/1.4. Percentages/Lessons/1.4.1. Understanding Percentages Using Models.md,1. Ratios & Percentages/1.4. Percentages/Source/1.4.1. Understanding Percentages Using Models,18,18,16
2451,PAL.1.4.2,1.4.2,Converting Between Percentages and Fractions,1. Ratios & Percentages,1.4. Percentages,1. Ratios & Percentages/1.4. Percentages/Lessons/1.4.2. Converting Between Percentages and Fractions.md,1. Ratios & Percentages/1.4. Percentages/Source/1.4.2. Converting Between Percentages and Fractions,19,19,17
2452,PAL.1.4.3,1.4.3,Converting Between Percentages and Decimals,1. Ratios & Percentages,1.4. Percentages,1. Ratios & Percentages/1.4. Percentages/Lessons/1.4.3. Converting Between Percentages and Decimals.md,1. Ratios & Percentages/1.4. Percentages/Source/1.4.3. Converting Between Percentages and Decimals,21,21,18
2453,PAL.1.4.4,1.4.4,Finding Part of a Number Given a Whole and a Percentage,1. Ratios & Percentages,1.4. Percentages,1. Ratios & Percentages/1.4. Percentages/Lessons/1.4.4. Finding Part of a Number Given a Whole and a Percentage.md,1. Ratios & Percentages/1.4. Percentages/Source/1.4.4. Finding Part of a Number Given a Whole and a Percentage,22,22,19
2454,PAL.1.4.5,1.4.5,Finding Part of a Number Given a Whole and a Percentage: Word Problems,1. Ratios & Percentages,1.4. Percentages,1. Ratios & Percentages/1.4. Percentages/Lessons/1.4.5. Finding Part of a Number Given a Whole and a Percentage- Word Problems.md,1. Ratios & Percentages/1.4. Percentages/Source/1.4.5. Finding Part of a Number Given a Whole and a Percentage- Word Problems,23,23,20
2455,PAL.1.4.6,1.4.6,Finding a Percentage Given Two Numbers,1. Ratios & Percentages,1.4. Percentages,1. Ratios & Percentages/1.4. Percentages/Lessons/1.4.6. Finding a Percentage Given Two Numbers.md,1. Ratios & Percentages/1.4. Percentages/Source/1.4.6. Finding a Percentage Given Two Numbers,23,23,21
3754,PAL.1.4.7,1.4.7,Finding a Percentage Given Two Numbers: Word Problems,1. Ratios & Percentages,1.4. Percentages,1. Ratios & Percentages/1.4. Percentages/Lessons/1.4.7. Finding a Percentage Given Two Numbers- Word Problems.md,1. Ratios & Percentages/1.4. Percentages/Source/1.4.7. Finding a Percentage Given Two Numbers- Word Problems,24,24,22
2456,PAL.1.4.8,1.4.8,Finding a Total Given a Part and a Percentage,1. Ratios & Percentages,1.4. Percentages,1. Ratios & Percentages/1.4. Percentages/Lessons/1.4.8. Finding a Total Given a Part and a Percentage.md,1. Ratios & Percentages/1.4. Percentages/Source/1.4.8. Finding a Total Given a Part and a Percentage,23,23,23
6642,PAL.1.4.9,1.4.9,Applying Percentages in Succession,1. Ratios & Percentages,1.4. Percentages,1. Ratios & Percentages/1.4. Percentages/Lessons/1.4.9. Applying Percentages in Succession.md,1. Ratios & Percentages/1.4. Percentages/Source/1.4.9. Applying Percentages in Succession,24,24,24
2560,PAL.1.5.1,1.5.1,Applying Percentage Increases,1. Ratios & Percentages,1.5. Percentage Change,1. Ratios & Percentages/1.5. Percentage Change/Lessons/1.5.1. Applying Percentage Increases.md,1. Ratios & Percentages/1.5. Percentage Change/Source/1.5.1. Applying Percentage Increases,24,24,25
6643,PAL.1.5.2,1.5.2,Applying Percentage Decreases,1. Ratios & Percentages,1.5. Percentage Change,1. Ratios & Percentages/1.5. Percentage Change/Lessons/1.5.2. Applying Percentage Decreases.md,1. Ratios & Percentages/1.5. Percentage Change/Source/1.5.2. Applying Percentage Decreases,25,25,26
6666,PAL.1.5.3,1.5.3,Calculating Percentage Change,1. Ratios & Percentages,1.5. Percentage Change,1. Ratios & Percentages/1.5. Percentage Change/Lessons/1.5.3. Calculating Percentage Change.md,1. Ratios & Percentages/1.5. Percentage Change/Source/1.5.3. Calculating Percentage Change,26,26,27
6646,PAL.1.5.4,1.5.4,Finding Original Values From Percentage Increases,1. Ratios & Percentages,1.5. Percentage Change,1. Ratios & Percentages/1.5. Percentage Change/Lessons/1.5.4. Finding Original Values From Percentage Increases.md,1. Ratios & Percentages/1.5. Percentage Change/Source/1.5.4. Finding Original Values From Percentage Increases,32,32,28
6663,PAL.1.5.5,1.5.5,Finding Original Values From Percentage Decreases,1. Ratios & Percentages,1.5. Percentage Change,1. Ratios & Percentages/1.5. Percentage Change/Lessons/1.5.5. Finding Original Values From Percentage Decreases.md,1. Ratios & Percentages/1.5. Percentage Change/Source/1.5.5. Finding Original Values From Percentage Decreases,32,32,29
327,PAL.2.1.1,2.1.1,Subtracting a Positive Number From a Smaller Positive Number,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,2. The Number System/2.1. Addition and Subtraction of Rational Numbers/Lessons/2.1.1. Subtracting a Positive Number From a Smaller Positive Number.md,2. The Number System/2.1. Addition and Subtraction of Rational Numbers/Source/2.1.1. Subtracting a Positive Number From a Smaller Positive Number,16,16,30
3720,PAL.2.1.2,2.1.2,Subtracting a Positive Number From a Negative Number,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,2. The Number System/2.1. Addition and Subtraction of Rational Numbers/Lessons/2.1.2. Subtracting a Positive Number From a Negative Number.md,2. The Number System/2.1. Addition and Subtraction of Rational Numbers/Source/2.1.2. Subtracting a Positive Number From a Negative Number,17,17,31
3679,PAL.2.1.3,2.1.3,Subtracting a Positive Fraction From a Smaller Fraction,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,2. The Number System/2.1. Addition and Subtraction of Rational Numbers/Lessons/2.1.3. Subtracting a Positive Fraction From a Smaller Fraction.md,2. The Number System/2.1. Addition and Subtraction of Rational Numbers/Source/2.1.3. Subtracting a Positive Fraction From a Smaller Fraction,20,20,32
3680,PAL.2.1.4,2.1.4,Subtracting a Positive Decimal From a Smaller Decimal,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,2. The Number System/2.1. Addition and Subtraction of Rational Numbers/Lessons/2.1.4. Subtracting a Positive Decimal From a Smaller Decimal.md,2. The Number System/2.1. Addition and Subtraction of Rational Numbers/Source/2.1.4. Subtracting a Positive Decimal From a Smaller Decimal,25,25,33
329,PAL.2.1.5,2.1.5,Adding a Positive Number to a Negative Number,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,2. The Number System/2.1. Addition and Subtraction of Rational Numbers/Lessons/2.1.5. Adding a Positive Number to a Negative Number.md,2. The Number System/2.1. Addition and Subtraction of Rational Numbers/Source/2.1.5. Adding a Positive Number to a Negative Number,26,26,34
328,PAL.2.1.6,2.1.6,Adding a Negative Number,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,2. The Number System/2.1. Addition and Subtraction of Rational Numbers/Lessons/2.1.6. Adding a Negative Number.md,2. The Number System/2.1. Addition and Subtraction of Rational Numbers/Source/2.1.6. Adding a Negative Number,26,26,35
297,PAL.2.1.7,2.1.7,Subtracting a Negative Number,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,2. The Number System/2.1. Addition and Subtraction of Rational Numbers/Lessons/2.1.7. Subtracting a Negative Number.md,2. The Number System/2.1. Addition and Subtraction of Rational Numbers/Source/2.1.7. Subtracting a Negative Number,27,27,36
524,PAL.2.1.8,2.1.8,Additive Inverses of Numbers,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,2. The Number System/2.1. Addition and Subtraction of Rational Numbers/Lessons/2.1.8. Additive Inverses of Numbers.md,2. The Number System/2.1. Addition and Subtraction of Rational Numbers/Source/2.1.8. Additive Inverses of Numbers,28,28,37
1131,PAL.2.1.9,2.1.9,Solving Problems Using Addition and Subtraction of Rational Numbers,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,2. The Number System/2.1. Addition and Subtraction of Rational Numbers/Lessons/2.1.9. Solving Problems Using Addition and Subtraction of Rational Numbers.md,2. The Number System/2.1. Addition and Subtraction of Rational Numbers/Source/2.1.9. Solving Problems Using Addition and Subtraction of Rational Numbers,28,28,38
298,PAL.2.2.1,2.2.1,Multiplying Positive Numbers With Negative Numbers,2. The Number System,2.2. Multiplication and Division of Rational Numbers,2. The Number System/2.2. Multiplication and Division of Rational Numbers/Lessons/2.2.1. Multiplying Positive Numbers With Negative Numbers.md,2. The Number System/2.2. Multiplication and Division of Rational Numbers/Source/2.2.1. Multiplying Positive Numbers With Negative Numbers,22,22,39
3718,PAL.2.2.2,2.2.2,Multiplying Negative Numbers,2. The Number System,2.2. Multiplication and Division of Rational Numbers,2. The Number System/2.2. Multiplication and Division of Rational Numbers/Lessons/2.2.2. Multiplying Negative Numbers.md,2. The Number System/2.2. Multiplication and Division of Rational Numbers/Source/2.2.2. Multiplying Negative Numbers,23,23,40
330,PAL.2.2.3,2.2.3,Dividing With Negative Numbers,2. The Number System,2.2. Multiplication and Division of Rational Numbers,2. The Number System/2.2. Multiplication and Division of Rational Numbers/Lessons/2.2.3. Dividing With Negative Numbers.md,2. The Number System/2.2. Multiplication and Division of Rational Numbers/Source/2.2.3. Dividing With Negative Numbers,24,24,41
4136,PAL.2.2.4,2.2.4,Equivalent Fractions With Negative Numbers,2. The Number System,2.2. Multiplication and Division of Rational Numbers,2. The Number System/2.2. Multiplication and Division of Rational Numbers/Lessons/2.2.4. Equivalent Fractions With Negative Numbers.md,2. The Number System/2.2. Multiplication and Division of Rational Numbers/Source/2.2.4. Equivalent Fractions With Negative Numbers,25,25,42
3719,PAL.2.2.5,2.2.5,Dividing With Negative Decimals and Fractions,2. The Number System,2.2. Multiplication and Division of Rational Numbers,2. The Number System/2.2. Multiplication and Division of Rational Numbers/Lessons/2.2.5. Dividing With Negative Decimals and Fractions.md,2. The Number System/2.2. Multiplication and Division of Rational Numbers/Source/2.2.5. Dividing With Negative Decimals and Fractions,26,26,43
2202,PAL.2.2.6,2.2.6,Reciprocals of Rational Numbers,2. The Number System,2.2. Multiplication and Division of Rational Numbers,2. The Number System/2.2. Multiplication and Division of Rational Numbers/Lessons/2.2.6. Reciprocals of Rational Numbers.md,2. The Number System/2.2. Multiplication and Division of Rational Numbers/Source/2.2.6. Reciprocals of Rational Numbers,27,27,44
299,PAL.2.2.7,2.2.7,Multiplying and Dividing With Zero,2. The Number System,2.2. Multiplication and Division of Rational Numbers,2. The Number System/2.2. Multiplication and Division of Rational Numbers/Lessons/2.2.7. Multiplying and Dividing With Zero.md,2. The Number System/2.2. Multiplication and Division of Rational Numbers/Source/2.2.7. Multiplying and Dividing With Zero,14,14,45
323,PAL.2.2.8,2.2.8,Fractions of Fractions,2. The Number System,2.2. Multiplication and Division of Rational Numbers,2. The Number System/2.2. Multiplication and Division of Rational Numbers/Lessons/2.2.8. Fractions of Fractions.md,2. The Number System/2.2. Multiplication and Division of Rational Numbers/Source/2.2.8. Fractions of Fractions,28,28,46
1024,PAL.2.2.9,2.2.9,Solving Problems Using the Four Operations on Rational Numbers,2. The Number System,2.2. Multiplication and Division of Rational Numbers,2. The Number System/2.2. Multiplication and Division of Rational Numbers/Lessons/2.2.9. Solving Problems Using the Four Operations on Rational Numbers.md,2. The Number System/2.2. Multiplication and Division of Rational Numbers/Source/2.2.9. Solving Problems Using the Four Operations on Rational Numbers,29,29,47
2805,PAL.2.3.1,2.3.1,"Divisibility of Integers by 2, 5, 10, 4, and 8",2. The Number System,2.3. Number Theory,"2. The Number System/2.3. Number Theory/Lessons/2.3.1. Divisibility of Integers by 2, 5, 10, 4, and 8.md","2. The Number System/2.3. Number Theory/Source/2.3.1. Divisibility of Integers by 2, 5, 10, 4, and 8",19,19,48
3543,PAL.2.3.2,2.3.2,"Divisibility of Integers by 3, 9, 6, and 7",2. The Number System,2.3. Number Theory,"2. The Number System/2.3. Number Theory/Lessons/2.3.2. Divisibility of Integers by 3, 9, 6, and 7.md","2. The Number System/2.3. Number Theory/Source/2.3.2. Divisibility of Integers by 3, 9, 6, and 7",20,20,49
2558,PAL.2.3.3,2.3.3,"Natural Numbers, Integers, and Rational Numbers",2. The Number System,2.3. Number Theory,"2. The Number System/2.3. Number Theory/Lessons/2.3.3. Natural Numbers, Integers, and Rational Numbers.md","2. The Number System/2.3. Number Theory/Source/2.3.3. Natural Numbers, Integers, and Rational Numbers",21,21,50
840,PAL.2.3.4,2.3.4,Prime and Composite Numbers,2. The Number System,2.3. Number Theory,2. The Number System/2.3. Number Theory/Lessons/2.3.4. Prime and Composite Numbers.md,2. The Number System/2.3. Number Theory/Source/2.3.4. Prime and Composite Numbers,2,2,51
829,PAL.2.3.5,2.3.5,Prime Factors,2. The Number System,2.3. Number Theory,2. The Number System/2.3. Number Theory/Lessons/2.3.5. Prime Factors.md,2. The Number System/2.3. Number Theory/Source/2.3.5. Prime Factors,21,21,52
4250,PAL.2.3.6,2.3.6,The Fundamental Theorem of Arithmetic,2. The Number System,2.3. Number Theory,2. The Number System/2.3. Number Theory/Lessons/2.3.6. The Fundamental Theorem of Arithmetic.md,2. The Number System/2.3. Number Theory/Source/2.3.6. The Fundamental Theorem of Arithmetic,22,22,53
811,PAL.2.3.7,2.3.7,Finding Greatest Common Factors Using Prime Factorization,2. The Number System,2.3. Number Theory,2. The Number System/2.3. Number Theory/Lessons/2.3.7. Finding Greatest Common Factors Using Prime Factorization.md,2. The Number System/2.3. Number Theory/Source/2.3.7. Finding Greatest Common Factors Using Prime Factorization,23,23,54
755,PAL.2.3.8,2.3.8,Finding Lowest Common Multiples Using Prime Factorization,2. The Number System,2.3. Number Theory,2. The Number System/2.3. Number Theory/Lessons/2.3.8. Finding Lowest Common Multiples Using Prime Factorization.md,2. The Number System/2.3. Number Theory/Source/2.3.8. Finding Lowest Common Multiples Using Prime Factorization,23,23,55
2174,PAL.3.1.1,3.1.1,Squaring Rational Numbers,3. Exponents & Radicals,3.1. Exponents,3. Exponents & Radicals/3.1. Exponents/Lessons/3.1.1. Squaring Rational Numbers.md,3. Exponents & Radicals/3.1. Exponents/Source/3.1.1. Squaring Rational Numbers,24,24,56
2195,PAL.3.1.2,3.1.2,Cubing Rational Numbers,3. Exponents & Radicals,3.1. Exponents,3. Exponents & Radicals/3.1. Exponents/Lessons/3.1.2. Cubing Rational Numbers.md,3. Exponents & Radicals/3.1. Exponents/Source/3.1.2. Cubing Rational Numbers,25,25,57
125,PAL.3.1.3,3.1.3,Exponents With Rational Bases,3. Exponents & Radicals,3.1. Exponents,3. Exponents & Radicals/3.1. Exponents/Lessons/3.1.3. Exponents With Rational Bases.md,3. Exponents & Radicals/3.1. Exponents/Source/3.1.3. Exponents With Rational Bases,26,26,58
322,PAL.3.1.4,3.1.4,The Zeroth Power,3. Exponents & Radicals,3.1. Exponents,3. Exponents & Radicals/3.1. Exponents/Lessons/3.1.4. The Zeroth Power.md,3. Exponents & Radicals/3.1. Exponents/Source/3.1.4. The Zeroth Power,27,27,59
652,PAL.3.1.5,3.1.5,Powers of Negative One,3. Exponents & Radicals,3.1. Exponents,3. Exponents & Radicals/3.1. Exponents/Lessons/3.1.5. Powers of Negative One.md,3. Exponents & Radicals/3.1. Exponents/Source/3.1.5. Powers of Negative One,28,28,60
3561,PAL.3.1.6,3.1.6,Negative Exponents,3. Exponents & Radicals,3.1. Exponents,3. Exponents & Radicals/3.1. Exponents/Lessons/3.1.6. Negative Exponents.md,3. Exponents & Radicals/3.1. Exponents/Source/3.1.6. Negative Exponents,29,29,61
267,PAL.3.2.1,3.2.1,The Product Rule for Exponents,3. Exponents & Radicals,3.2. The Rules of Exponents,3. Exponents & Radicals/3.2. The Rules of Exponents/Lessons/3.2.1. The Product Rule for Exponents.md,3. Exponents & Radicals/3.2. The Rules of Exponents/Source/3.2.1. The Product Rule for Exponents,30,30,62
1223,PAL.3.2.2,3.2.2,The Quotient Rule for Exponents,3. Exponents & Radicals,3.2. The Rules of Exponents,3. Exponents & Radicals/3.2. The Rules of Exponents/Lessons/3.2.2. The Quotient Rule for Exponents.md,3. Exponents & Radicals/3.2. The Rules of Exponents/Source/3.2.2. The Quotient Rule for Exponents,31,31,63
1224,PAL.3.2.3,3.2.3,The Power Rule for Exponents,3. Exponents & Radicals,3.2. The Rules of Exponents,3. Exponents & Radicals/3.2. The Rules of Exponents/Lessons/3.2.3. The Power Rule for Exponents.md,3. Exponents & Radicals/3.2. The Rules of Exponents/Source/3.2.3. The Power Rule for Exponents,31,31,64
2012,PAL.3.2.4,3.2.4,The Power of Product Rule for Exponents,3. Exponents & Radicals,3.2. The Rules of Exponents,3. Exponents & Radicals/3.2. The Rules of Exponents/Lessons/3.2.4. The Power of Product Rule for Exponents.md,3. Exponents & Radicals/3.2. The Rules of Exponents/Source/3.2.4. The Power of Product Rule for Exponents,27,27,65
1289,PAL.3.2.5,3.2.5,The Power of Quotient Rule for Exponents,3. Exponents & Radicals,3.2. The Rules of Exponents,3. Exponents & Radicals/3.2. The Rules of Exponents/Lessons/3.2.5. The Power of Quotient Rule for Exponents.md,3. Exponents & Radicals/3.2. The Rules of Exponents/Source/3.2.5. The Power of Quotient Rule for Exponents,27,27,66
1457,PAL.3.2.6,3.2.6,Combining the Rules of Exponents,3. Exponents & Radicals,3.2. The Rules of Exponents,3. Exponents & Radicals/3.2. The Rules of Exponents/Lessons/3.2.6. Combining the Rules of Exponents.md,3. Exponents & Radicals/3.2. The Rules of Exponents/Source/3.2.6. Combining the Rules of Exponents,32,32,67
1135,PAL.3.3.1,3.3.1,Writing Numbers in Scientific Notation,3. Exponents & Radicals,3.3. Scientific Notation,3. Exponents & Radicals/3.3. Scientific Notation/Lessons/3.3.1. Writing Numbers in Scientific Notation.md,3. Exponents & Radicals/3.3. Scientific Notation/Source/3.3.1. Writing Numbers in Scientific Notation,31,31,68
1136,PAL.3.3.2,3.3.2,Converting Scientific Notation to Standard Notation,3. Exponents & Radicals,3.3. Scientific Notation,3. Exponents & Radicals/3.3. Scientific Notation/Lessons/3.3.2. Converting Scientific Notation to Standard Notation.md,3. Exponents & Radicals/3.3. Scientific Notation/Source/3.3.2. Converting Scientific Notation to Standard Notation,32,32,69
90,PAL.3.3.3,3.3.3,Comparing Numbers in Scientific Notation,3. Exponents & Radicals,3.3. Scientific Notation,3. Exponents & Radicals/3.3. Scientific Notation/Lessons/3.3.3. Comparing Numbers in Scientific Notation.md,3. Exponents & Radicals/3.3. Scientific Notation/Source/3.3.3. Comparing Numbers in Scientific Notation,32,32,70
1863,PAL.3.3.4,3.3.4,Addition and Subtraction in Scientific Notation,3. Exponents & Radicals,3.3. Scientific Notation,3. Exponents & Radicals/3.3. Scientific Notation/Lessons/3.3.4. Addition and Subtraction in Scientific Notation.md,3. Exponents & Radicals/3.3. Scientific Notation/Source/3.3.4. Addition and Subtraction in Scientific Notation,32,32,71
3843,PAL.3.3.5,3.3.5,Addition in Scientific Notation With Different Powers of Ten,3. Exponents & Radicals,3.3. Scientific Notation,3. Exponents & Radicals/3.3. Scientific Notation/Lessons/3.3.5. Addition in Scientific Notation With Different Powers of Ten.md,3. Exponents & Radicals/3.3. Scientific Notation/Source/3.3.5. Addition in Scientific Notation With Different Powers of Ten,33,33,72
3989,PAL.3.3.6,3.3.6,Subtraction in Scientific Notation With Different Powers of Ten,3. Exponents & Radicals,3.3. Scientific Notation,3. Exponents & Radicals/3.3. Scientific Notation/Lessons/3.3.6. Subtraction in Scientific Notation With Different Powers of Ten.md,3. Exponents & Radicals/3.3. Scientific Notation/Source/3.3.6. Subtraction in Scientific Notation With Different Powers of Ten,34,34,73
4002,PAL.3.3.7,3.3.7,Further Addition in Scientific Notation With Different Powers of Ten,3. Exponents & Radicals,3.3. Scientific Notation,3. Exponents & Radicals/3.3. Scientific Notation/Lessons/3.3.7. Further Addition in Scientific Notation With Different Powers of Ten.md,3. Exponents & Radicals/3.3. Scientific Notation/Source/3.3.7. Further Addition in Scientific Notation With Different Powers of Ten,35,35,74
1137,PAL.3.3.8,3.3.8,Multiplying Numbers in Scientific Notation,3. Exponents & Radicals,3.3. Scientific Notation,3. Exponents & Radicals/3.3. Scientific Notation/Lessons/3.3.8. Multiplying Numbers in Scientific Notation.md,3. Exponents & Radicals/3.3. Scientific Notation/Source/3.3.8. Multiplying Numbers in Scientific Notation,32,32,75
1138,PAL.3.3.9,3.3.9,Dividing Numbers in Scientific Notation,3. Exponents & Radicals,3.3. Scientific Notation,3. Exponents & Radicals/3.3. Scientific Notation/Lessons/3.3.9. Dividing Numbers in Scientific Notation.md,3. Exponents & Radicals/3.3. Scientific Notation/Source/3.3.9. Dividing Numbers in Scientific Notation,33,33,76
2561,PAL.3.4.1,3.4.1,Evaluating Rational Number Expressions Without Exponents,3. Exponents & Radicals,3.4. Order of Operations,3. Exponents & Radicals/3.4. Order of Operations/Lessons/3.4.1. Evaluating Rational Number Expressions Without Exponents.md,3. Exponents & Radicals/3.4. Order of Operations/Source/3.4.1. Evaluating Rational Number Expressions Without Exponents,28,28,77
121,PAL.3.4.2,3.4.2,Evaluating Expressions With Positive Integer Exponents,3. Exponents & Radicals,3.4. Order of Operations,3. Exponents & Radicals/3.4. Order of Operations/Lessons/3.4.2. Evaluating Expressions With Positive Integer Exponents.md,3. Exponents & Radicals/3.4. Order of Operations/Source/3.4.2. Evaluating Expressions With Positive Integer Exponents,29,29,78
1987,PAL.3.4.3,3.4.3,Evaluating Expressions With Integer Exponents,3. Exponents & Radicals,3.4. Order of Operations,3. Exponents & Radicals/3.4. Order of Operations/Lessons/3.4.3. Evaluating Expressions With Integer Exponents.md,3. Exponents & Radicals/3.4. Order of Operations/Source/3.4.3. Evaluating Expressions With Integer Exponents,30,30,79
1822,PAL.3.5.1,3.5.1,The Square Root of a Perfect Square,3. Exponents & Radicals,3.5. Radicals,3. Exponents & Radicals/3.5. Radicals/Lessons/3.5.1. The Square Root of a Perfect Square.md,3. Exponents & Radicals/3.5. Radicals/Source/3.5.1. The Square Root of a Perfect Square,25,25,80
3552,PAL.3.5.2,3.5.2,Squaring a Square Root,3. Exponents & Radicals,3.5. Radicals,3. Exponents & Radicals/3.5. Radicals/Lessons/3.5.2. Squaring a Square Root.md,3. Exponents & Radicals/3.5. Radicals/Source/3.5.2. Squaring a Square Root,26,26,81
1819,PAL.3.5.3,3.5.3,The Cube Root of a Perfect Cube,3. Exponents & Radicals,3.5. Radicals,3. Exponents & Radicals/3.5. Radicals/Lessons/3.5.3. The Cube Root of a Perfect Cube.md,3. Exponents & Radicals/3.5. Radicals/Source/3.5.3. The Cube Root of a Perfect Cube,27,27,82
2204,PAL.3.5.4,3.5.4,Surds,3. Exponents & Radicals,3.5. Radicals,3. Exponents & Radicals/3.5. Radicals/Lessons/3.5.4. Surds.md,3. Exponents & Radicals/3.5. Radicals/Source/3.5.4. Surds,28,28,83
3709,PAL.3.5.5,3.5.5,Simplifying Expressions With Surds,3. Exponents & Radicals,3.5. Radicals,3. Exponents & Radicals/3.5. Radicals/Lessons/3.5.5. Simplifying Expressions With Surds.md,3. Exponents & Radicals/3.5. Radicals/Source/3.5.5. Simplifying Expressions With Surds,29,29,84
