role,layer,course,topic-id,topic-number,topic-name,md-path,src-path
lesson,54,MF3,1382,10.6.4,Improper Integrals Over the Real Line,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.6. Improper Integrals/Lessons/10.6.4. Improper Integrals Over the Real Line.md,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.6. Improper Integrals/Source/10.6.4. Improper Integrals Over the Real Line
lesson,55,MTH-253,3550,,Improper Integrals of the Second Kind: Discontinuities at Interior Points,vault/253/M-1/UQ-1/Lessons/Improper Integrals of the Second Kind - Discontinuities at Interior Points - 3550.md,vault/253/M-1/UQ-1/Source/Improper Integrals of the Second Kind - Discontinuities at Interior Points - 3550
prerequisite,25,MF1,3756,7.1.9,Adding and Subtracting Radical Expressions,vault/MA/Mathematical-Foundations/MF1/7. Radical & Rational Expressions/7.1. Radical Expressions/Lessons/7.1.9. Adding and Subtracting Radical Expressions.md,vault/MA/Mathematical-Foundations/MF1/7. Radical & Rational Expressions/7.1. Radical Expressions/Source/7.1.9. Adding and Subtracting Radical Expressions
prerequisite,25,MF1,2275,11.1.11,The Difference of Squares Formula,vault/MA/Mathematical-Foundations/MF1/11. Polynomials/11.1. Polynomials/Lessons/11.1.11. The Difference of Squares Formula.md,vault/MA/Mathematical-Foundations/MF1/11. Polynomials/11.1. Polynomials/Source/11.1.11. The Difference of Squares Formula
prerequisite,26,MF1,370,11.2.5,Factoring Differences of Squares,vault/MA/Mathematical-Foundations/MF1/11. Polynomials/11.2. Factoring Polynomials/Lessons/11.2.5. Factoring Differences of Squares.md,vault/MA/Mathematical-Foundations/MF1/11. Polynomials/11.2. Factoring Polynomials/Source/11.2.5. Factoring Differences of Squares
prerequisite,26,MF2,461,11.1.1,The Finite Limit of a Function,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.1. Estimating Limits from Graphs/Lessons/11.1.1. The Finite Limit of a Function.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.1. Estimating Limits from Graphs/Source/11.1.1. The Finite Limit of a Function
prerequisite,27,MF2,6185,6.4.3,Further Rationalizing Denominators of Algebraic Expressions,vault/MA/Mathematical-Foundations/MF2/6. Radical & Rational Functions/6.4. Radical Expressions/Lessons/6.4.3. Further Rationalizing Denominators of Algebraic Expressions.md,vault/MA/Mathematical-Foundations/MF2/6. Radical & Rational Functions/6.4. Radical Expressions/Source/6.4.3. Further Rationalizing Denominators of Algebraic Expressions
prerequisite,27,MF2,472,11.1.2,The Left and Right-Sided Limits of a Function,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.1. Estimating Limits from Graphs/Lessons/11.1.2. The Left and Right-Sided Limits of a Function.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.1. Estimating Limits from Graphs/Source/11.1.2. The Left and Right-Sided Limits of a Function
prerequisite,28,MF2,625,11.1.3,Finding the Existence of a Limit Using One-Sided Limits,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.1. Estimating Limits from Graphs/Lessons/11.1.3. Finding the Existence of a Limit Using One-Sided Limits.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.1. Estimating Limits from Graphs/Source/11.1.3. Finding the Existence of a Limit Using One-Sided Limits
prerequisite,29,MF2,441,2.2.4,Factoring Sums and Differences of Cubes,vault/MA/Mathematical-Foundations/MF2/2. Polynomials/2.2. Factoring Polynomials/Lessons/2.2.4. Factoring Sums and Differences of Cubes.md,vault/MA/Mathematical-Foundations/MF2/2. Polynomials/2.2. Factoring Polynomials/Source/2.2.4. Factoring Sums and Differences of Cubes
prerequisite,29,MF2,1716,11.2.1,"Limits of Power Functions, and the Constant Rule for Limits","vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.2. The Algebra of Limits/Lessons/11.2.1. Limits of Power Functions, and the Constant Rule for Limits.md","vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.2. The Algebra of Limits/Source/11.2.1. Limits of Power Functions, and the Constant Rule for Limits"
prerequisite,30,MF2,2336,2.2.5,Factoring Biquadratic Expressions,vault/MA/Mathematical-Foundations/MF2/2. Polynomials/2.2. Factoring Polynomials/Lessons/2.2.5. Factoring Biquadratic Expressions.md,vault/MA/Mathematical-Foundations/MF2/2. Polynomials/2.2. Factoring Polynomials/Source/2.2.5. Factoring Biquadratic Expressions
prerequisite,30,MF2,1676,6.1.1,Simplifying Rational Expressions Using Polynomial Factorization,vault/MA/Mathematical-Foundations/MF2/6. Radical & Rational Functions/6.1. Rational Expressions/Lessons/6.1.1. Simplifying Rational Expressions Using Polynomial Factorization.md,vault/MA/Mathematical-Foundations/MF2/6. Radical & Rational Functions/6.1. Rational Expressions/Source/6.1.1. Simplifying Rational Expressions Using Polynomial Factorization
prerequisite,30,MF2,1914,11.2.2,The Sum Rule for Limits,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.2. The Algebra of Limits/Lessons/11.2.2. The Sum Rule for Limits.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.2. The Algebra of Limits/Source/11.2.2. The Sum Rule for Limits
prerequisite,31,MF2,1422,1.1.8,Solving Quadratic Equations with Leading Coefficients by Factoring,vault/MA/Mathematical-Foundations/MF2/1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.8. Solving Quadratic Equations with Leading Coefficients by Factoring.md,vault/MA/Mathematical-Foundations/MF2/1. Quadratics/1.1. Quadratic Equations/Source/1.1.8. Solving Quadratic Equations with Leading Coefficients by Factoring
prerequisite,31,MF2,428,2.2.3,Factoring Cubic Expressions by Grouping,vault/MA/Mathematical-Foundations/MF2/2. Polynomials/2.2. Factoring Polynomials/Lessons/2.2.3. Factoring Cubic Expressions by Grouping.md,vault/MA/Mathematical-Foundations/MF2/2. Polynomials/2.2. Factoring Polynomials/Source/2.2.3. Factoring Cubic Expressions by Grouping
prerequisite,32,MF2,425,1.1.15,The Discriminant of a Quadratic Equation,vault/MA/Mathematical-Foundations/MF2/1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.15. The Discriminant of a Quadratic Equation.md,vault/MA/Mathematical-Foundations/MF2/1. Quadratics/1.1. Quadratic Equations/Source/1.1.15. The Discriminant of a Quadratic Equation
prerequisite,32,MF2,37,11.2.4,The Power and Root Rules for Limits,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.2. The Algebra of Limits/Lessons/11.2.4. The Power and Root Rules for Limits.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.2. The Algebra of Limits/Source/11.2.4. The Power and Root Rules for Limits
prerequisite,35,MF2,808,6.3.9,Horizontal Asymptotes of Rational Functions,vault/MA/Mathematical-Foundations/MF2/6. Radical & Rational Functions/6.3. Rational Functions/Lessons/6.3.9. Horizontal Asymptotes of Rational Functions.md,vault/MA/Mathematical-Foundations/MF2/6. Radical & Rational Functions/6.3. Rational Functions/Source/6.3.9. Horizontal Asymptotes of Rational Functions
prerequisite,36,MF3,1815,7.1.5,Vertical Asymptotes of Rational Functions,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.1. Limits/Lessons/7.1.5. Vertical Asymptotes of Rational Functions.md,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.1. Limits/Source/7.1.5. Vertical Asymptotes of Rational Functions
prerequisite,38,MF2,1873,11.1.4,Limits at Infinity from Graphs,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.1. Estimating Limits from Graphs/Lessons/11.1.4. Limits at Infinity from Graphs.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.1. Estimating Limits from Graphs/Source/11.1.4. Limits at Infinity from Graphs
prerequisite,39,MF2,1814,11.1.5,Infinite Limits from Graphs,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.1. Estimating Limits from Graphs/Lessons/11.1.5. Infinite Limits from Graphs.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.1. Estimating Limits from Graphs/Source/11.1.5. Infinite Limits from Graphs
prerequisite,39,MF2,1263,11.3.1,Limits at Infinity of Polynomials,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Lessons/11.3.1. Limits at Infinity of Polynomials.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Source/11.3.1. Limits at Infinity of Polynomials
prerequisite,39,MF2,1717,11.3.3,Limits of Exponential Functions,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Lessons/11.3.3. Limits of Exponential Functions.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Source/11.3.3. Limits of Exponential Functions
prerequisite,39,MF2,1986,11.3.5,Limits of Radical Functions,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Lessons/11.3.5. Limits of Radical Functions.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Source/11.3.5. Limits of Radical Functions
prerequisite,40,MF2,1905,11.3.2,Limits of Reciprocal Functions,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Lessons/11.3.2. Limits of Reciprocal Functions.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Source/11.3.2. Limits of Reciprocal Functions
prerequisite,40,MF2,1377,11.3.4,Limits of Logarithmic Functions,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Lessons/11.3.4. Limits of Logarithmic Functions.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Source/11.3.4. Limits of Logarithmic Functions
prerequisite,40,MF2,1719,11.3.6,Limits of Trigonometric Functions,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Lessons/11.3.6. Limits of Trigonometric Functions.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Source/11.3.6. Limits of Trigonometric Functions
prerequisite,40,MF3,2610,7.1.4,Limits Involving the Exponential Function,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.1. Limits/Lessons/7.1.4. Limits Involving the Exponential Function.md,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.1. Limits/Source/7.1.4. Limits Involving the Exponential Function
prerequisite,41,MF2,1958,11.3.7,Limits of Reciprocal Trigonometric Functions,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Lessons/11.3.7. Limits of Reciprocal Trigonometric Functions.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Source/11.3.7. Limits of Reciprocal Trigonometric Functions
prerequisite,42,MF3,606,7.1.3,Special Limits Involving Sine,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.1. Limits/Lessons/7.1.3. Special Limits Involving Sine.md,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.1. Limits/Source/7.1.3. Special Limits Involving Sine
prerequisite,43,MTH-253,3678,,Evaluating Special Limits Involving Sine Using a Substitution,vault/253/M-1/UQ-1/Prerequisites/Evaluating Special Limits Involving Sine Using a Substitution - 3678.md,vault/253/M-1/UQ-1/Source/Evaluating Special Limits Involving Sine Using a Substitution - 3678
prerequisite,44,MF2,281,12.2.4,Second and Higher-Order Derivatives,vault/MA/Mathematical-Foundations/MF2/12. Introduction to Calculus/12.2. Derivatives of Functions and the Rules of Differentiation/Lessons/12.2.4. Second and Higher-Order Derivatives.md,vault/MA/Mathematical-Foundations/MF2/12. Introduction to Calculus/12.2. Derivatives of Functions and the Rules of Differentiation/Source/12.2.4. Second and Higher-Order Derivatives
prerequisite,44,MF2,1115,12.3.5,Selecting Procedures for Calculating Derivatives,vault/MA/Mathematical-Foundations/MF2/12. Introduction to Calculus/12.3. Differentiating Composite Functions/Lessons/12.3.5. Selecting Procedures for Calculating Derivatives.md,vault/MA/Mathematical-Foundations/MF2/12. Introduction to Calculus/12.3. Differentiating Composite Functions/Source/12.3.5. Selecting Procedures for Calculating Derivatives
prerequisite,44,MTH-253,292,,Special Limits Involving Cosine,vault/253/M-1/UQ-1/Prerequisites/Special Limits Involving Cosine - 292.md,vault/253/M-1/UQ-1/Source/Special Limits Involving Cosine - 292
prerequisite,50,MF3,1040,9.3.1,The Area Bounded by a Curve and the X-Axis,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Lessons/9.3.1. The Area Bounded by a Curve and the X-Axis.md,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Source/9.3.1. The Area Bounded by a Curve and the X-Axis
prerequisite,50,MF3,1159,10.1.4,Calculating Definite Integrals Using Substitution,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.1. Integration Using Substitution/Lessons/10.1.4. Calculating Definite Integrals Using Substitution.md,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.1. Integration Using Substitution/Source/10.1.4. Calculating Definite Integrals Using Substitution
prerequisite,51,MF3,478,10.1.8,Integrating Trigonometric Functions Using Substitution,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.1. Integration Using Substitution/Lessons/10.1.8. Integrating Trigonometric Functions Using Substitution.md,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.1. Integration Using Substitution/Source/10.1.8. Integrating Trigonometric Functions Using Substitution
prerequisite,51,MF3,315,10.1.10,Integration by Substitution With Inverse Trigonometric Functions,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.1. Integration Using Substitution/Lessons/10.1.10. Integration by Substitution With Inverse Trigonometric Functions.md,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.1. Integration Using Substitution/Source/10.1.10. Integration by Substitution With Inverse Trigonometric Functions
prerequisite,52,MF3,3770,10.1.7,Integrating Exponential Functions Using Substitution,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.1. Integration Using Substitution/Lessons/10.1.7. Integrating Exponential Functions Using Substitution.md,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.1. Integration Using Substitution/Source/10.1.7. Integrating Exponential Functions Using Substitution
prerequisite,52,MF3,4005,10.6.3,Improper Integrals Involving Arctangent,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.6. Improper Integrals/Lessons/10.6.3. Improper Integrals Involving Arctangent.md,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.6. Improper Integrals/Source/10.6.3. Improper Integrals Involving Arctangent
prerequisite,53,MF3,4004,10.6.2,Improper Integrals Involving Exponential Functions,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.6. Improper Integrals/Lessons/10.6.2. Improper Integrals Involving Exponential Functions.md,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.6. Improper Integrals/Source/10.6.2. Improper Integrals Involving Exponential Functions
