topic-id,step-id,question-id,question-type,answer-cardinality,quiz-block-format,quiz-block-type,quiz-answer-labels,quiz-updated-courses,quiz-status,quiz-answer-source,quiz-answer-rule
37,12008,35641,multiple-choice,single,obsidian-quiz-blocks,radio,a,CAB;CBC;CA1;MF2,converted-and-verified,manual,label
38,52056,153593,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
38,52056,153592,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
38,52060,3018,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
38,52060,153999,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
38,52063,153984,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
38,52063,154018,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
38,52066,153596,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
38,52066,153985,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
38,52066,153986,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
40,72102,239,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
40,72102,6234,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
40,72105,101702,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
40,72105,44283,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
40,72109,57807,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
40,72109,44284,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
40,72113,170,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
40,72113,430,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
43,1347,2028,multiple-choice,single,obsidian-quiz-blocks,radio,b,CAB;CBC;CA1;MF2,converted-and-verified,manual,label
43,1347,2030,multiple-choice,single,obsidian-quiz-blocks,radio,e,CAB;CBC;CA1;MF2,converted-and-verified,manual,label
43,1349,71142,multiple-choice,single,obsidian-quiz-blocks,radio,b,CAB;CBC;CA1;MF2,converted-and-verified,manual,label
43,1349,71143,multiple-choice,single,obsidian-quiz-blocks,radio,e,CAB;CBC;CA1;MF2,converted-and-verified,manual,label
45,86200,1139,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF2,converted-and-verified,manual,label
45,86200,1150,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF2,converted-and-verified,manual,label
45,86200,36543,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF2,converted-and-verified,manual,label
45,86204,80281,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF2,converted-and-verified,manual,label
45,86204,1138,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF2,converted-and-verified,manual,label
45,86204,1153,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF2,converted-and-verified,manual,label
45,86209,1167,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF2,converted-and-verified,manual,label
45,86209,1166,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF2,converted-and-verified,manual,label
45,86213,1145,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF2,converted-and-verified,manual,label
45,86213,1144,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF2,converted-and-verified,manual,label
57,807,2282,multiple-choice,single,obsidian-quiz-blocks,radio,c,CAB;CBC;MF3;CA1,converted-and-verified,manual,label
57,807,2284,multiple-choice,single,obsidian-quiz-blocks,radio,a,CAB;CBC;MF3;CA1,converted-and-verified,manual,label
57,810,15134,multiple-choice,single,obsidian-quiz-blocks,radio,b,CAB;CBC;MF3;CA1,converted-and-verified,manual,label
57,810,53746,multiple-choice,single,obsidian-quiz-blocks,radio,e,CAB;CBC;MF3;CA1,converted-and-verified,manual,label
57,814,15140,multiple-choice,single,obsidian-quiz-blocks,radio,d,CAB;CBC;MF3;CA1,converted-and-verified,manual,label
57,814,15259,multiple-choice,single,obsidian-quiz-blocks,radio,b,CAB;CBC;MF3;CA1,converted-and-verified,manual,label
57,22699,2286,multiple-choice,single,obsidian-quiz-blocks,radio,a,CAB;CBC;MF3;CA1,converted-and-verified,manual,label
57,22699,2287,multiple-choice,single,obsidian-quiz-blocks,radio,c,CAB;CBC;MF3;CA1,converted-and-verified,manual,label
63,53779,54496,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
63,53779,56609,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
63,53782,21257,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
63,53782,56611,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
63,53786,43958,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
63,53786,56613,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
64,73029,719,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
64,73029,723,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
64,73029,57597,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
64,73033,179512,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
64,73033,44247,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
64,73033,44272,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
64,73038,41206,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
64,73038,41012,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
64,73038,41015,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
64,73043,41202,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
64,73043,41187,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
65,52728,57799,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
65,52728,586,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
65,52731,645,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
65,52731,3167,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
65,52734,44224,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
65,52734,57800,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
65,52737,44226,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
65,52737,57801,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
66,175800,319,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
66,175800,175698,free-response,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
66,175800,101792,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
66,175804,175702,free-response,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
66,175804,43948,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
66,175804,175707,free-response,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
66,175804,175708,free-response,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
66,175810,427,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
66,175810,2535,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
66,175813,2540,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
66,175813,57852,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
67,53335,57957,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
67,53335,425,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
67,53339,51676,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
67,53339,21988,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
67,53345,2542,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
67,53345,237,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
68,2841,57733,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
68,2841,57730,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
68,2844,41562,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
68,2844,687,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
68,5177,136,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
68,5177,134,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
68,5178,57770,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
68,5178,57766,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
71,3511,2888,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
71,3511,453,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
71,3513,60566,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
71,3513,22292,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
71,3515,14303,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
71,3515,22278,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
73,193282,51841,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF2,converted-and-verified,manual,label
73,193282,214136,free-response,single,obsidian-quiz-blocks,radio,c,MF2,converted-and-verified,manual,label
73,193282,44963,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF2,converted-and-verified,manual,label
73,193286,237448,free-response,single,obsidian-quiz-blocks,radio,a,MF2,converted-and-verified,manual,label
73,193286,61204,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF2,converted-and-verified,manual,label
73,193286,237455,free-response,single,obsidian-quiz-blocks,radio,c,MF2,converted-and-verified,manual,label
75,3975,52117,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
75,3975,31774,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
75,25121,78824,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
75,25121,31721,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
75,25122,31718,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
75,25122,31736,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
79,40309,44683,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
79,40309,44695,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
79,40313,61927,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
79,40313,51532,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
79,40316,152027,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
79,40316,152263,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
81,521386,111143,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
81,521386,236184,free-response,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
81,521386,44666,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
81,521390,215307,free-response,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
81,521390,61909,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
81,521390,212969,free-response,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
81,521395,705,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
81,521395,215310,free-response,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
81,521395,75211,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
81,521399,236421,free-response,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
81,521399,212976,free-response,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
81,521399,111207,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
84,4547,24633,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF2,converted-and-verified,manual,label
84,4547,24393,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF2,converted-and-verified,manual,label
84,4550,30786,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF2,converted-and-verified,manual,label
84,4550,30788,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF2,converted-and-verified,manual,label
84,4553,24673,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF2,converted-and-verified,image-id,answer-image-id-1
84,4553,24676,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF2,converted-and-verified,image-id,answer-image-id-1
84,27352,56293,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF2,converted-and-verified,manual,label
84,27352,83558,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF2,converted-and-verified,manual,label
85,2780,41033,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
85,2780,57113,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
85,2784,41044,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF1,converted-and-verified,manual,label
85,2784,41041,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
85,4767,41043,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
85,4767,57118,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
85,5150,29713,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
85,5150,57116,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
86,478488,4400,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF2,converted-and-verified,manual,label
86,478488,4402,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF2,converted-and-verified,manual,label
86,478491,111096,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF2,converted-and-verified,manual,label
86,478491,111097,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF2,converted-and-verified,manual,label
86,478494,293312,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF2,converted-and-verified,manual,label
86,478494,4403,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF2,converted-and-verified,manual,label
87,67247,779,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
87,67247,29736,multiple-choice,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
87,67247,57127,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
87,67252,29903,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
87,67252,44212,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
87,67252,44214,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
87,67256,110118,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
87,67256,110119,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
87,67256,57128,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
88,472296,38810,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF2,converted-and-verified,manual,label
88,472296,38970,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF2,converted-and-verified,manual,label
88,472299,38974,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF2,converted-and-verified,manual,label
88,472299,74232,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF2,converted-and-verified,manual,label
88,472302,74271,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF2,converted-and-verified,manual,label
88,472302,74272,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF2,converted-and-verified,manual,label
88,472305,74277,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF2,converted-and-verified,manual,label
88,472305,74163,multiple-choice,single,obsidian-quiz-blocks,radio,d,MF2,converted-and-verified,manual,label
89,178073,794,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
89,178073,213453,free-response,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
89,178073,80025,multiple-choice,single,obsidian-quiz-blocks,radio,c,MF1,converted-and-verified,manual,label
89,178078,32068,multiple-choice,single,obsidian-quiz-blocks,radio,e,MF1,converted-and-verified,manual,label
89,178078,224589,free-response,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
89,178078,33892,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
89,178083,213456,free-response,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
89,178083,795,multiple-choice,single,obsidian-quiz-blocks,radio,b,MF1,converted-and-verified,manual,label
89,178083,224876,free-response,single,obsidian-quiz-blocks,radio,a,MF1,converted-and-verified,manual,label
92,607422,61322,multiple-choice,single,obsidian-quiz-blocks,radio,,MF1,needs-answer,,
92,607422,61135,multiple-choice,single,obsidian-quiz-blocks,radio,,MF1,needs-answer,,
92,607425,5745,multiple-choice,single,obsidian-quiz-blocks,radio,,MF1,needs-answer,,
92,607425,61136,multiple-choice,single,obsidian-quiz-blocks,radio,,MF1,needs-answer,,
92,607428,22344,multiple-choice,single,,,,,,,
92,607428,61144,multiple-choice,single,,,,,,,
92,607432,43592,multiple-choice,single,obsidian-quiz-blocks,radio,,MF1,needs-answer,,
92,607432,61164,multiple-choice,single,obsidian-quiz-blocks,radio,,MF1,needs-answer,,
94,3245,22354,multiple-choice,single,obsidian-quiz-blocks,radio,,MF1,needs-answer,,
94,3245,44425,multiple-choice,single,obsidian-quiz-blocks,radio,,MF1,needs-answer,,
